,Marital_Status,Gender,Income,Children,Education,Occupation,Home_Owner,Cars,Commute_Distance,Region,Age,Purchased_Bike
847,0,1,70000.0,4,4,4,1,0.0,2,1,35.0,1
848,1,1,70000.0,4,5,5,1,1.0,1,1,59.0,0
849,1,1,70000.0,4,5,5,1,1.0,4,1,59.0,0
850,1,0,70000.0,4,4,4,1,0.0,2,1,36.0,1
851,1,1,70000.0,4,3,4,1,1.0,4,1,56.0,0
852,0,0,70000.0,4,5,4,1,2.0,2,1,43.0,1
853,1,0,70000.0,4,4,5,1,2.0,3,1,73.0,0
854,0,1,70000.0,4,5,5,1,2.0,4,1,61.0,0
855,0,1,70000.0,4,5,5,1,2.0,1,1,62.0,1
856,0,1,70000.0,4,2,4,1,0.0,3,1,50.0,1
857,1,0,70000.0,4,4,4,1,0.0,2,1,36.0,1
858,1,1,70000.0,4,5,4,1,2.0,0,1,43.0,1
859,1,0,70000.0,4,3,4,1,2.0,4,1,53.0,0
860,1,1,70000.0,4,3,4,0,1.0,1,1,56.0,0
861,0,1,70000.0,4,5,2,1,2.0,2,1,43.0,1
862,1,0,70000.0,4,4,4,1,0.0,0,1,36.0,1
863,1,1,70000.0,4,5,5,0,1.0,1,1,59.0,0
864,1,1,70000.0,4,4,4,1,0.0,2,1,35.0,1
865,0,0,70000.0,4,3,4,1,1.0,4,1,56.0,0
866,0,0,70000.0,4,4,4,1,0.0,2,1,35.0,1
867,1,0,80000.0,4,2,4,1,2.0,4,2,54.0,0
868,1,1,80000.0,4,4,5,1,1.0,0,3,36.0,0
869,0,0,80000.0,4,3,4,0,2.0,2,2,54.0,1
870,1,0,80000.0,4,4,5,1,1.0,0,3,36.0,1
871,1,1,80000.0,4,3,4,1,2.0,2,2,53.0,0
872,1,0,80000.0,4,3,4,1,2.0,4,2,53.0,0
873,0,0,80000.0,4,4,5,1,0.0,0,3,36.0,1
874,1,1,80000.0,4,3,4,0,1.0,2,2,53.0,1
875,0,0,80000.0,4,5,5,1,2.0,3,1,66.0,1
876,0,1,80000.0,4,4,5,1,2.0,3,1,67.0,0
877,1,1,80000.0,4,5,5,1,0.0,0,1,42.0,0
878,0,1,80000.0,4,4,2,0,0.0,0,1,48.0,0
879,1,0,80000.0,4,5,5,1,0.0,1,1,42.0,0
880,1,0,80000.0,4,4,2,1,0.0,1,1,47.0,0
881,1,0,80000.0,4,4,5,1,2.0,3,1,70.0,0
882,0,1,80000.0,4,3,4,0,2.0,0,1,43.0,0
883,0,1,80000.0,4,4,2,1,0.0,1,1,47.0,0
884,0,1,80000.0,4,4,2,1,0.0,1,1,48.0,0
885,0,1,80000.0,4,4,2,0,0.0,0,1,47.0,0
886,1,0,80000.0,4,5,5,1,0.0,0,1,43.0,0
887,1,1,80000.0,4,4,5,1,2.0,0,1,72.0,1
888,1,0,80000.0,4,4,5,1,2.0,3,1,68.0,0
889,0,1,80000.0,4,4,5,1,2.0,3,1,65.0,0
890,0,1,90000.0,4,2,5,0,3.0,3,2,56.0,0
891,1,0,90000.0,4,2,5,1,3.0,3,2,56.0,1
892,1,1,90000.0,4,2,4,0,2.0,2,2,54.0,1
893,1,0,90000.0,4,5,4,1,0.0,1,3,38.0,1
894,1,0,90000.0,4,2,5,1,3.0,3,2,58.0,1
895,1,1,90000.0,4,1,2,1,4.0,4,2,58.0,0
896,1,1,90000.0,4,3,4,1,1.0,1,1,45.0,0
897,0,0,90000.0,4,5,5,1,1.0,1,1,38.0,1
898,1,0,90000.0,4,2,4,1,2.0,1,1,45.0,0
899,0,0,90000.0,4,4,5,1,1.0,3,1,73.0,0
900,0,0,90000.0,4,5,5,1,1.0,1,1,38.0,1
901,0,1,90000.0,4,2,4,0,3.0,1,1,45.0,1
902,1,1,100000.0,4,5,4,1,1.0,4,3,46.0,0
903,1,0,100000.0,4,3,4,1,4.0,0,1,40.0,0
904,1,1,100000.0,4,3,4,1,4.0,2,1,41.0,1
905,1,1,100000.0,4,5,5,1,4.0,0,1,40.0,0
906,1,0,110000.0,4,5,5,1,3.0,2,3,48.0,0
907,0,0,110000.0,4,5,5,1,4.0,3,1,42.0,1
908,1,0,120000.0,4,3,5,1,3.0,4,2,56.0,0
909,1,0,120000.0,4,5,5,1,1.0,2,3,47.0,0
910,0,1,120000.0,4,3,4,1,3.0,3,1,43.0,1
911,1,0,130000.0,4,3,4,0,4.0,3,2,61.0,1
912,0,1,130000.0,4,2,5,1,4.0,0,3,31.0,0
913,1,1,130000.0,4,3,4,1,4.0,3,2,61.0,1
914,1,1,130000.0,4,2,5,0,4.0,4,2,58.0,0
915,1,0,130000.0,4,2,4,1,3.0,0,2,55.0,0
916,1,0,130000.0,4,3,4,0,3.0,4,2,54.0,0
917,1,0,160000.0,4,3,4,0,2.0,4,2,55.0,1
918,1,1,170000.0,4,3,4,0,3.0,3,2,48.0,1
919,0,1,10000.0,5,1,1,0,2.0,0,2,41.0,0
920,1,1,10000.0,5,2,2,0,3.0,1,3,62.0,0
921,0,1,10000.0,5,2,2,0,2.0,1,3,62.0,0
922,0,1,20000.0,5,2,1,1,2.0,0,2,27.0,0
923,0,1,30000.0,5,4,3,1,0.0,0,2,44.0,1
924,0,0,30000.0,5,1,2,1,3.0,4,1,60.0,1
925,1,1,40000.0,5,2,4,0,2.0,4,1,61.0,0
926,0,1,40000.0,5,2,4,0,3.0,2,1,60.0,1
927,1,1,40000.0,5,2,4,1,2.0,4,1,60.0,0
928,1,1,40000.0,5,2,4,0,2.0,2,1,60.0,0
929,0,0,40000.0,5,2,4,1,4.0,4,1,60.0,1
930,1,0,60000.0,5,5,4,1,1.0,2,1,47.0,0
931,0,0,60000.0,5,5,5,1,3.0,4,1,59.0,1
932,1,0,60000.0,5,5,4,1,1.0,2,1,47.0,0
933,1,1,60000.0,5,5,2,1,3.0,4,1,41.0,0
934,1,1,60000.0,5,5,5,1,3.0,4,1,59.0,0
935,1,0,70000.0,5,3,2,1,2.0,3,3,44.0,0
936,1,1,70000.0,5,5,4,1,4.0,4,3,41.0,0
937,0,1,70000.0,5,5,4,1,4.0,4,3,39.0,0
938,1,0,70000.0,5,3,2,1,3.0,3,3,46.0,0
939,0,1,70000.0,5,5,4,1,3.0,4,3,39.0,0
940,1,0,70000.0,5,3,2,1,3.0,3,3,45.0,0
941,1,1,70000.0,5,3,2,0,3.0,3,3,46.0,0
942,1,0,70000.0,5,3,2,1,2.0,3,3,43.0,0
943,1,0,70000.0,5,3,2,1,2.0,0,3,44.0,0
944,0,1,70000.0,5,3,2,1,2.0,3,3,45.0,0
945,0,0,70000.0,5,5,5,1,3.0,4,1,60.0,1
946,1,1,70000.0,5,5,4,1,2.0,2,1,47.0,0
947,0,1,70000.0,5,4,4,1,3.0,4,1,46.0,1
948,0,0,70000.0,5,3,4,1,3.0,2,1,44.0,0
949,0,1,70000.0,5,4,5,1,2.0,4,1,67.0,1
950,1,0,70000.0,5,3,4,0,3.0,3,1,45.0,0
951,1,1,70000.0,5,4,4,1,1.0,0,1,47.0,0
952,1,0,70000.0,5,5,5,1,4.0,4,1,60.0,0
953,1,1,70000.0,5,4,4,1,2.0,0,1,37.0,0
954,1,0,70000.0,5,3,4,1,2.0,1,1,57.0,1
955,1,0,70000.0,5,5,5,1,2.0,2,1,61.0,0
956,0,0,70000.0,5,5,5,1,3.0,4,1,60.0,1
957,1,1,70000.0,5,4,4,1,3.0,4,1,46.0,0
958,1,0,70000.0,5,4,4,0,3.0,4,1,47.0,0
959,1,0,70000.0,5,5,5,1,2.0,4,1,63.0,0
960,1,0,80000.0,5,3,4,0,2.0,2,2,60.0,0
961,1,1,80000.0,5,2,5,0,3.0,3,2,56.0,0
962,1,0,80000.0,5,5,4,1,4.0,1,3,40.0,0
963,1,0,80000.0,5,5,5,1,2.0,2,2,62.0,0
964,1,0,80000.0,5,5,4,1,4.0,1,3,40.0,0
965,0,0,80000.0,5,4,5,1,3.0,0,3,40.0,0
966,1,1,80000.0,5,5,5,1,2.0,2,2,61.0,0
967,0,0,80000.0,5,3,4,0,2.0,4,2,59.0,0
968,0,1,80000.0,5,5,5,1,2.0,4,2,62.0,0
969,0,0,80000.0,5,2,5,1,3.0,4,2,57.0,0
970,1,0,80000.0,5,5,4,0,1.0,0,3,47.0,1
971,1,1,80000.0,5,4,5,0,2.0,0,3,39.0,0
972,0,0,80000.0,5,4,5,1,3.0,0,3,40.0,0
973,0,1,80000.0,5,5,4,1,4.0,1,3,38.0,0
974,1,1,80000.0,5,4,5,1,3.0,0,3,40.0,0
975,1,1,80000.0,5,4,5,1,3.0,0,3,40.0,0
976,1,0,80000.0,5,5,5,1,2.0,1,1,64.0,0
977,0,1,80000.0,5,3,4,1,2.0,3,1,44.0,0
978,1,0,80000.0,5,5,5,0,2.0,2,2,62.0,0
979,1,0,80000.0,5,3,4,1,2.0,0,1,44.0,0
980,0,1,80000.0,5,4,2,0,0.0,0,1,47.0,0
981,1,1,80000.0,5,5,5,1,2.0,3,1,64.0,0
982,0,0,80000.0,5,4,2,0,0.0,0,1,47.0,0
983,1,0,80000.0,5,3,4,1,3.0,3,1,45.0,0
984,1,0,80000.0,5,3,4,1,3.0,1,1,46.0,0
985,0,0,90000.0,5,3,4,0,2.0,2,2,62.0,1
986,0,1,90000.0,5,3,4,1,2.0,4,2,62.0,0
987,0,0,90000.0,5,3,4,0,2.0,4,2,62.0,0
988,1,1,90000.0,5,1,2,1,2.0,4,2,59.0,0
989,1,1,90000.0,5,3,4,1,3.0,2,1,40.0,0
990,1,0,90000.0,5,3,4,1,3.0,0,1,41.0,0
991,1,1,90000.0,5,5,5,1,2.0,1,1,63.0,1
992,1,0,90000.0,5,4,4,1,0.0,0,1,47.0,1
993,1,1,90000.0,5,5,5,1,2.0,1,1,66.0,1
994,1,0,100000.0,5,4,5,0,1.0,1,3,78.0,1
995,0,0,100000.0,5,5,4,1,1.0,3,3,47.0,1
996,1,0,110000.0,5,5,5,1,4.0,2,3,48.0,1
997,1,0,110000.0,5,3,4,1,4.0,2,1,46.0,0
998,1,1,130000.0,5,3,4,1,4.0,0,2,59.0,0
